GeneSym,source_desc,protein,cell,Tissue,target_id,weight
SHH,na,6469,HT29,large intestine,-666,1
CCDC42,na,146849,HT29,large intestine,-666,1
ZNF587,na,84914,HT29,large intestine,-666,1
AATK,na,9625,HT29,large intestine,-666,1
LIPE,na,3991,HT29,large intestine,-666,1
MCRS1,na,10445,HT29,large intestine,-666,1
TENC1,na,23371,HT29,large intestine,-666,1
XKRX,na,402415,HT29,large intestine,-666,1
IFNA5,na,3442,HT29,large intestine,-666,1
C6orf201,na,404220,HT29,large intestine,-666,1
CYTH2,na,9266,HT29,large intestine,-666,1
MZF1,na,7593,HT29,large intestine,-666,1
ZNF784,na,147808,HT29,large intestine,-666,1
ZFAND2B,na,130617,HT29,large intestine,-666,1
OIP5,na,11339,HT29,large intestine,-666,1
HIRA,na,7290,HT29,large intestine,-666,1
LSM14B,na,149986,HT29,large intestine,-666,1
RCC1,na,1104,HT29,large intestine,-666,1
CDK8,na,1024,HT29,large intestine,-666,1
U2AF2,na,11338,HT29,large intestine,-666,1
PPA2,na,27068,HT29,large intestine,-666,1
UQCR10,na,29796,HT29,large intestine,-666,1
MARK2,na,2011,HT29,large intestine,-666,1
MRPL49,na,740,HT29,large intestine,-666,1
PPP1CA,na,5499,HT29,large intestine,-666,1
UQCC3,na,790955,HT29,large intestine,-666,1
TMEM223,na,79064,HT29,large intestine,-666,1
HNRNPUL2,na,221092,HT29,large intestine,-666,1
SPG21,na,51324,HT29,large intestine,-666,1
SNUPN,na,10073,HT29,large intestine,-666,1
PLEKHJ1,na,55111,HT29,large intestine,-666,1
PIH1D1,na,55011,HT29,large intestine,-666,1
SMG9,na,56006,HT29,large intestine,-666,1
SNRNP70,na,6625,HT29,large intestine,-666,1
RAB1B,na,81876,HT29,large intestine,-666,1
TMEM222,na,84065,HT29,large intestine,-666,1
LYPLA2,na,11313,HT29,large intestine,-666,1
ERF,na,2077,HT29,large intestine,-666,1
AP2B1,na,163,HT29,large intestine,-666,1
TAF15,na,8148,HT29,large intestine,-666,1
ZNHIT2,na,741,HT29,large intestine,-666,1
TRAF7,na,84231,HT29,large intestine,-666,1
NUBP2,na,10101,HT29,large intestine,-666,1
SLC25A1,na,6576,HT29,large intestine,-666,1
TRMT2A,na,27037,HT29,large intestine,-666,1
GNB1L,na,54584,HT29,large intestine,-666,1
CHMP1A,na,5119,HT29,large intestine,-666,1
CHTF8,na,54921,HT29,large intestine,-666,1
NELFB,na,25920,HT29,large intestine,-666,1
PTGES2,na,80142,HT29,large intestine,-666,1
TMEM141,na,85014,HT29,large intestine,-666,1
GTF3A,na,2971,HT29,large intestine,-666,1
SPHK2,na,56848,HT29,large intestine,-666,1
EIF3H,na,8667,HT29,large intestine,-666,1
MRPL13,na,28998,HT29,large intestine,-666,1
NDUFB9,na,4715,HT29,large intestine,-666,1
FAM91A1,na,157769,HT29,large intestine,-666,1
SQLE,na,6713,HT29,large intestine,-666,1
CHRAC1,na,54108,HT29,large intestine,-666,1
TPRG1L,na,127262,HT29,large intestine,-666,1
FIZ1,na,84922,HT29,large intestine,-666,1
IRF2BP1,na,26145,HT29,large intestine,-666,1
CNOT3,na,4849,HT29,large intestine,-666,1
CFL1,na,1072,HT29,large intestine,-666,1
AGO2,na,27161,HT29,large intestine,-666,1
GNB2,na,2783,HT29,large intestine,-666,1
BCL7B,na,9275,HT29,large intestine,-666,1
GET4,na,51608,HT29,large intestine,-666,1
AP1S1,na,1174,HT29,large intestine,-666,1
MOB2,na,81532,HT29,large intestine,-666,1
PDCD6,na,10016,HT29,large intestine,-666,1
C2orf15,na,150590,HT29,large intestine,-666,1
DOK4,na,55715,HT29,large intestine,-666,1
NYNRIN,na,57523,HT29,large intestine,-666,1
MRAP2,na,112609,HT29,large intestine,-666,1
AKR7A3,na,22977,HT29,large intestine,-666,1
ANXA13,na,312,HT29,large intestine,-666,1
TM4SF4,na,7104,HT29,large intestine,-666,1
MLXIP,na,22877,HT29,large intestine,-666,1
AKAP7,na,9465,HT29,large intestine,-666,1
SLC29A2,na,3177,HT29,large intestine,-666,1
NEUROG3,na,50674,HT29,large intestine,-666,1
SLC25A22,na,79751,HT29,large intestine,-666,1
CBX8,na,57332,HT29,large intestine,-666,1
ETV2,na,2116,HT29,large intestine,-666,1
DNM1,na,1759,HT29,large intestine,-666,1
ALPK3,na,57538,HT29,large intestine,-666,1
ADH1B,na,125,OV90,ovary,-666,1
SCARF2,na,91179,OV90,ovary,-666,1
KIAA1462,na,57608,OV90,ovary,-666,1
TNFSF4,na,7292,OV90,ovary,-666,1
CCL26,na,10344,OV90,ovary,-666,1
CCL20,na,6364,OV90,ovary,-666,1
HSD17B11,na,51170,OV90,ovary,-666,1
CPA2,na,1358,OV90,ovary,-666,1
ATP6V0D2,na,245972,OV90,ovary,-666,1
DYNLT3,na,6990,OV90,ovary,-666,1
RNASE1,na,6035,OV90,ovary,-666,1
ASB9,na,140462,OV90,ovary,-666,1
A2M,na,2,OV90,ovary,-666,1
KCNJ13,na,3769,OV90,ovary,-666,1
NYAP2,na,57624,OV90,ovary,-666,1
PIEZO2,na,63895,OV90,ovary,-666,1
PNKD,na,25953,OV90,ovary,-666,1
HES1,na,3280,OV90,ovary,-666,1
FNIP2,na,57600,OV90,ovary,-666,1
ARHGAP21,na,57584,OV90,ovary,-666,1
ITSN1,na,6453,OV90,ovary,-666,1
PVRL2,na,5819,OV90,ovary,-666,1
NUB1,na,51667,OV90,ovary,-666,1
IDH1,na,3417,OV90,ovary,-666,1
ZNF579,na,163033,OV90,ovary,-666,1
OSBPL1A,na,114876,OV90,ovary,-666,1
TYRO3,na,7301,OV90,ovary,-666,1
DMWD,na,1762,OV90,ovary,-666,1
SPTAN1,na,6709,OV90,ovary,-666,1
B3GNT1,na,11041,OV90,ovary,-666,1
RGAG1,na,57529,OV90,ovary,-666,1
UGDH,na,7358,OV90,ovary,-666,1
TMEM92,na,162461,OV90,ovary,-666,1
CABYR,na,26256,OV90,ovary,-666,1
NTS,na,4922,OV90,ovary,-666,1
HPSE,na,10855,OV90,ovary,-666,1
PRDM16,na,63976,OV90,ovary,-666,1
GCNT1,na,2650,OV90,ovary,-666,1
SALL4,na,57167,OV90,ovary,-666,1
EPYC,na,1833,OV90,ovary,-666,1
WTIP,na,126374,OV90,ovary,-666,1
LYPD6B,na,130576,OV90,ovary,-666,1
LRFN1,na,57622,OV90,ovary,-666,1
CDH6,na,1004,OV90,ovary,-666,1
BBOX1,na,8424,OV90,ovary,-666,1
ZNF565,na,147929,OV90,ovary,-666,1
PLEKHG2,na,64857,OV90,ovary,-666,1
SLC6A13,na,6540,OV90,ovary,-666,1
KIAA0513,na,9764,OV90,ovary,-666,1
GPRC5C,na,55890,OV90,ovary,-666,1
KCNJ16,na,3773,OV90,ovary,-666,1
SLC3A1,na,6519,OV90,ovary,-666,1
SYNPO,na,11346,OV90,ovary,-666,1
WDR60,na,55112,OV90,ovary,-666,1
CA2,na,760,OV90,ovary,-666,1
CSNK1D,na,1453,OV90,ovary,-666,1
FKRP,na,79147,OV90,ovary,-666,1
ATXN7L3,na,56970,OV90,ovary,-666,1
TFF1,na,7031,OV90,ovary,-666,1
MSMB,na,4477,OV90,ovary,-666,1
TRPV6,na,55503,OV90,ovary,-666,1
PAK4,na,10298,OV90,ovary,-666,1
WASL,na,8976,OV90,ovary,-666,1
USP54,na,159195,OV90,ovary,-666,1
LIN28A,na,79727,OV90,ovary,-666,1
GDPD1,na,284161,OV90,ovary,-666,1
PDE9A,na,5152,OV90,ovary,-666,1
PLTP,na,5360,OV90,ovary,-666,1
FUT2,na,2524,OV90,ovary,-666,1
ISX,na,91464,OV90,ovary,-666,1
SH3BGRL2,na,83699,OV90,ovary,-666,1
OTC,na,5009,OV90,ovary,-666,1
MYH4,na,4622,OV90,ovary,-666,1
TMEM45B,na,120224,OV90,ovary,-666,1
MGST2,na,4258,OV90,ovary,-666,1
CYSTM1,na,84418,OV90,ovary,-666,1
PTPRH,na,5794,OV90,ovary,-666,1
FOXP4,na,116113,OV90,ovary,-666,1
LRP5,na,4041,OV90,ovary,-666,1
FOXA3,na,3171,OV90,ovary,-666,1
SEMA4G,na,57715,OV90,ovary,-666,1
SPINK1,na,6690,OV90,ovary,-666,1
TLN2,na,83660,OV90,ovary,-666,1
CYP2C18,na,1562,OV90,ovary,-666,1
CYP2C9,na,1559,OV90,ovary,-666,1
TFF2,na,7032,OV90,ovary,-666,1
ANXA10,na,11199,OV90,ovary,-666,1
TDO2,na,6999,OV90,ovary,-666,1
SLC7A7,na,9056,OV90,ovary,-666,1
GATA6,na,2627,OV90,ovary,-666,1
C3orf52,na,79669,OV90,ovary,-666,1
PRSS1,na,5644,OV90,ovary,-666,1
ADAM28,na,10863,OV90,ovary,-666,1
INPP1,na,3628,OV90,ovary,-666,1
CMBL,na,134147,OV90,ovary,-666,1
SLC19A3,na,80704,OV90,ovary,-666,1
APOB,na,338,OV90,ovary,-666,1
SULT2A1,na,6822,OV90,ovary,-666,1
MTTP,na,4547,OV90,ovary,-666,1
A1CF,na,29974,OV90,ovary,-666,1
F2,na,2147,OV90,ovary,-666,1
APOH,na,350,OV90,ovary,-666,1
ITIH2,na,3698,OV90,ovary,-666,1
VTN,na,7448,OV90,ovary,-666,1
FGL1,na,2267,OV90,ovary,-666,1
FGA,na,2243,OV90,ovary,-666,1
FGG,na,2266,OV90,ovary,-666,1
FGB,na,2244,OV90,ovary,-666,1
C5,na,727,OV90,ovary,-666,1
APOA1,na,335,OV90,ovary,-666,1
GPC3,na,2719,OV90,ovary,-666,1
DUSP9,na,1852,OV90,ovary,-666,1
DNAJC22,na,79962,OV90,ovary,-666,1
ANGPTL3,na,27329,OV90,ovary,-666,1
ALB,na,213,OV90,ovary,-666,1
GC,na,2638,OV90,ovary,-666,1
HABP2,na,3026,OV90,ovary,-666,1
FZD5,na,7855,OV90,ovary,-666,1
SLC2A2,na,6514,OV90,ovary,-666,1
CHST9,na,83539,OV90,ovary,-666,1
NR1H4,na,9971,OV90,ovary,-666,1
LIPC,na,3990,OV90,ovary,-666,1
SULT1A2,na,6799,OV90,ovary,-666,1
SERPINC1,na,462,OV90,ovary,-666,1
SERPIND1,na,3053,OV90,ovary,-666,1
MATN3,na,4148,OV90,ovary,-666,1
BMP2,na,650,OV90,ovary,-666,1
ARSE,na,415,OV90,ovary,-666,1
CLDN6,na,9074,OV90,ovary,-666,1
GPR98,na,84059,OV90,ovary,-666,1
FTL,na,2512,OV90,ovary,-666,1
ADH1A,na,124,OV90,ovary,-666,1
ADH1C,na,126,OV90,ovary,-666,1
GSTA1,na,2938,OV90,ovary,-666,1
HDHD1,na,8226,OV90,ovary,-666,1
DACT2,na,168002,OV90,ovary,-666,1
EIF5A2,na,56648,OV90,ovary,-666,1
KCNJ2,na,3759,OV90,ovary,-666,1
SULT1B1,na,27284,OV90,ovary,-666,1
SULT1E1,na,6783,OV90,ovary,-666,1
CEACAM7,na,1087,OV90,ovary,-666,1
OSBPL3,na,26031,OV90,ovary,-666,1
DPCR1,na,135656,OV90,ovary,-666,1
TCF7L1,na,83439,OV90,ovary,-666,1
KANK4,na,163782,OV90,ovary,-666,1
ATP11A,na,23250,OV90,ovary,-666,1
ACE2,na,59272,OV90,ovary,-666,1
TES,na,26136,OV90,ovary,-666,1
MORC4,na,79710,OV90,ovary,-666,1
CTDSP1,na,58190,OV90,ovary,-666,1
VASP,na,7408,OV90,ovary,-666,1
HRASLS5,na,117245,OV90,ovary,-666,1
KIAA0319L,na,79932,OV90,ovary,-666,1
CLTB,na,1212,OV90,ovary,-666,1
PLBD2,na,196463,OV90,ovary,-666,1
FAM134C,na,162427,OV90,ovary,-666,1
MID1IP1,na,58526,OV90,ovary,-666,1
SPSB1,na,80176,OV90,ovary,-666,1
RIOK3,na,8780,OV90,ovary,-666,1
AK8,na,158067,OV90,ovary,-666,1
KLHL5,na,51088,OV90,ovary,-666,1
IGDCC4,na,57722,OV90,ovary,-666,1
GJA4,na,2701,OV90,ovary,-666,1
MYL4,na,4635,OV90,ovary,-666,1
KEL,na,3792,OV90,ovary,-666,1
APOC1,na,341,OV90,ovary,-666,1
AMHR2,na,269,OV90,ovary,-666,1
CFP,na,5199,OV90,ovary,-666,1
SELP,na,6403,OV90,ovary,-666,1
PLCXD1,na,55344,OV90,ovary,-666,1
ZFPM1,na,161882,OV90,ovary,-666,1
MYO18B,na,84700,OV90,ovary,-666,1
ASB12,na,142689,OV90,ovary,-666,1
APOE,na,348,OV90,ovary,-666,1
PCYT2,na,5833,OV90,ovary,-666,1
CEBPA,na,1050,OV90,ovary,-666,1
CRY2,na,1408,OV90,ovary,-666,1
EPHB6,na,2051,OV90,ovary,-666,1
TEP1,na,7011,OV90,ovary,-666,1
CARD11,na,84433,OV90,ovary,-666,1
NLRP7,na,199713,OV90,ovary,-666,1
DNASE1,na,1773,OV90,ovary,-666,1
PIK3R6,na,146850,OV90,ovary,-666,1
LRCH4,na,4034,OV90,ovary,-666,1
ZFAT,na,57623,OV90,ovary,-666,1
IL4,na,3565,OV90,ovary,-666,1
GZMB,na,3002,OV90,ovary,-666,1
H6PD,na,9563,OV90,ovary,-666,1
SH2D1B,na,117157,OV90,ovary,-666,1
SESN2,na,83667,OV90,ovary,-666,1
PDIA4,na,9601,OV90,ovary,-666,1
AOC3,na,8639,OV90,ovary,-666,1
TECPR1,na,25851,OV90,ovary,-666,1
ATP6V0E2,na,155066,OV90,ovary,-666,1
MYH8,na,4626,OV90,ovary,-666,1
CCDC185,na,164127,OV90,ovary,-666,1
INSRR,na,3645,OV90,ovary,-666,1
SHPK,na,23729,OV90,ovary,-666,1
F11,na,2160,OV90,ovary,-666,1
GIF,na,2694,OV90,ovary,-666,1
TRIM50,na,135892,OV90,ovary,-666,1
CCDC33,na,80125,OV90,ovary,-666,1
MCHR2,na,84539,OV90,ovary,-666,1
CACNG3,na,10368,OV90,ovary,-666,1
ST6GALNAC1,na,55808,OV90,ovary,-666,1
KRTAP2-4,na,85294,OV90,ovary,-666,1
HIST1H1T,na,3010,OV90,ovary,-666,1
APLNR,na,187,OV90,ovary,-666,1
ARHGEF15,na,22899,OV90,ovary,-666,1
CLCA1,na,1179,OV90,ovary,-666,1
DUSP21,na,63904,OV90,ovary,-666,1
KLK13,na,26085,OV90,ovary,-666,1
KRT84,na,3890,OV90,ovary,-666,1
ENKUR,na,219670,OV90,ovary,-666,1
TAAR2,na,9287,OV90,ovary,-666,1
SIGLEC11,na,114132,OV90,ovary,-666,1
C19orf47,na,126526,OV90,ovary,-666,1
RIPPLY1,na,92129,OV90,ovary,-666,1
HSD3B2,na,3284,OV90,ovary,-666,1
GRK1,na,6011,OV90,ovary,-666,1
ZNF444,na,55311,OV90,ovary,-666,1
PLEKHA4,na,57664,OV90,ovary,-666,1
CCDC60,na,160777,OV90,ovary,-666,1
TULP1,na,7287,OV90,ovary,-666,1
ADCK4,na,79934,OV90,ovary,-666,1
IRS4,na,8471,OV90,ovary,-666,1
ISOC2,na,79763,OV90,ovary,-666,1
SPACA6P,na,147650,OV90,ovary,-666,1
SPEF1,na,25876,OV90,ovary,-666,1
ANKRD11,na,29123,OV90,ovary,-666,1
TCF25,na,22980,OV90,ovary,-666,1
BTN1A1,na,696,OV90,ovary,-666,1
LMO4,na,8543,OV90,ovary,-666,1
IL9,na,3578,OV90,ovary,-666,1
C8A,na,731,OV90,ovary,-666,1
ANGPT2,na,285,OV90,ovary,-666,1
AQP4,na,361,OV90,ovary,-666,1
MEGF8,na,1954,OV90,ovary,-666,1
AMELX,na,265,OV90,ovary,-666,1
CYTH2,na,9266,OV90,ovary,-666,1
SLC22A23,na,63027,OV90,ovary,-666,1
CENPE,na,1062,OV90,ovary,-666,1
PRR11,na,55771,OV90,ovary,-666,1
TPM3,na,7170,OV90,ovary,-666,1
SRRM2,na,23524,OV90,ovary,-666,1
FUNDC1,na,139341,OV90,ovary,-666,1
C15orf39,na,56905,OV90,ovary,-666,1
AVEN,na,57099,OV90,ovary,-666,1
PNKP,na,11284,OV90,ovary,-666,1
OPA3,na,80207,OV90,ovary,-666,1
VRK3,na,51231,OV90,ovary,-666,1
PTOV1,na,53635,OV90,ovary,-666,1
NDUFA3,na,4696,OV90,ovary,-666,1
CIC,na,23152,OV90,ovary,-666,1
SYMPK,na,8189,OV90,ovary,-666,1
ZNF526,na,116115,OV90,ovary,-666,1
TELO2,na,9894,OV90,ovary,-666,1
MGRN1,na,23295,OV90,ovary,-666,1
CRKL,na,1399,OV90,ovary,-666,1
MED15,na,51586,OV90,ovary,-666,1
SNAP29,na,9342,OV90,ovary,-666,1
THAP7,na,80764,OV90,ovary,-666,1
LZTR1,na,8216,OV90,ovary,-666,1
PI4KA,na,5297,OV90,ovary,-666,1
KLHL22,na,84861,OV90,ovary,-666,1
HIC2,na,23119,OV90,ovary,-666,1
ZNF74,na,7625,OV90,ovary,-666,1
ZDHHC7,na,55625,OV90,ovary,-666,1
GPR107,na,57720,OV90,ovary,-666,1
USP33,na,23032,OV90,ovary,-666,1
WAC,na,51322,OV90,ovary,-666,1
YME1L1,na,10730,OV90,ovary,-666,1
SEC23IP,na,11196,OV90,ovary,-666,1
SLCO2A1,na,6578,OV90,ovary,-666,1
ARRB2,na,409,OV90,ovary,-666,1
MAMSTR,na,284358,OV90,ovary,-666,1
STRN4,na,29888,OV90,ovary,-666,1
PRR12,na,57479,OV90,ovary,-666,1
ATP12A,na,479,OV90,ovary,-666,1
TMEM241,na,85019,OV90,ovary,-666,1
ENTPD5,na,957,OV90,ovary,-666,1
TCN1,na,6947,OV90,ovary,-666,1
SPINK5,na,11005,OV90,ovary,-666,1
KMT2C,na,58508,OV90,ovary,-666,1
LIN7C,na,55327,OV90,ovary,-666,1
VAPA,na,9218,OV90,ovary,-666,1
AMOT,na,154796,OV90,ovary,-666,1
SEMA6D,na,80031,OV90,ovary,-666,1
PRL,na,5617,OV90,ovary,-666,1
ONECUT2,na,9480,OV90,ovary,-666,1
FOXA2,na,3170,OV90,ovary,-666,1
RALYL,na,138046,OV90,ovary,-666,1
RALGPS1,na,9649,OV90,ovary,-666,1
ACAP3,na,116983,OV90,ovary,-666,1
GNGT1,na,2792,OV90,ovary,-666,1
EMC10,na,284361,OV90,ovary,-666,1
SP8,na,221833,OV90,ovary,-666,1
PON1,na,5444,OV90,ovary,-666,1
TAL2,na,6887,OV90,ovary,-666,1
AES,na,166,OV90,ovary,-666,1
MEIS2,na,4212,OV90,ovary,-666,1
VANGL2,na,57216,OV90,ovary,-666,1
RGS5,na,8490,OV90,ovary,-666,1
NRG3,na,10718,OV90,ovary,-666,1
MARK4,na,57787,OV90,ovary,-666,1
NYNRIN,na,57523,OV90,ovary,-666,1
STXBP4,na,252983,OV90,ovary,-666,1
TLE2,na,7089,OV90,ovary,-666,1
KIAA0087,na,9808,OV90,ovary,-666,1
GATC,na,283459,OV90,ovary,-666,1
C18orf8,na,29919,OV90,ovary,-666,1
RBBP8,na,5932,OV90,ovary,-666,1
ZSCAN23,na,222696,OV90,ovary,-666,1
KLK1,na,3816,OV90,ovary,-666,1
RCAN3,na,11123,OV90,ovary,-666,1
PPARGC1A,na,10891,OV90,ovary,-666,1
PPP1R1C,na,151242,OV90,ovary,-666,1
FCGRT,na,2217,OV90,ovary,-666,1
DAB1,na,1600,OV90,ovary,-666,1
CACHD1,na,57685,OV90,ovary,-666,1
L1TD1,na,54596,OV90,ovary,-666,1
CDH12,na,1010,OV90,ovary,-666,1
EPHA4,na,2043,OV90,ovary,-666,1
YPEL2,na,388403,OV90,ovary,-666,1
DEF8,na,54849,OV90,ovary,-666,1
CENPBD1,na,92806,OV90,ovary,-666,1
SLC46A1,na,113235,OV90,ovary,-666,1
FAM134B,na,54463,OV90,ovary,-666,1
NUDT9,na,53343,OV90,ovary,-666,1
GXYLT1,na,283464,OV90,ovary,-666,1
DUSP13,na,51207,OV90,ovary,-666,1
